,情感指数,
1908,0.944251542,为提振信心，我们需要在2012年寻找新的、可信的方式推进谈判，包括最不发达国家关切，以及根据多哈发展议程授权可能取得成果的未决问题
1909,0.999999978,我们指示部长们在即将于日内瓦举行的世界贸易组织部长级会议上研究此类方式，同时着手讨论经济全球化条件下多边贸易体系面临的挑战和机遇，在墨西哥峰会前做出报告
1910,0.999999451,24、此外，为建立更有效和基于规则的贸易体系，我们支持加强世界贸易组织作用，使其在增强贸易关系和政策的透明度方面发挥更积极的作用，加强争端解决机制的功能
1911,0.970760905,应对发展的挑战
1912,0.770807689,25、认识到经济震荡对最脆弱人群有极大影响，我们承诺确保更为包容和抗风险的增长
1913,0.999325045,26、非洲之角的人道主义危机凸显了加强紧急援助和建立长效应对机制，以应对粮食安全问题的迫切需要
1914,0.996120039,我们支持戛纳峰会宣言中的具体倡议，以扩大农业投资，减小价格波动的影响，特别是其对低收入国家和小业主利益的影响
1915,0.947821956,我们欢迎西非国家经济共同体作为试点项目启动地区紧急人道主义粮食储备库的倡议，以及“10+3”应急大米储备倡议
1916,0.023893837,27、认识到基础设施不足严重阻碍许多发展中国家、特别是非洲国家增长潜力，我们支持高级别小组与多边开发银行提出的相关建议，强调其合作确定11个试点项目的重要性，并呼吁多边开发银行与有关国家合作，使这些项目的实施符合高级别小组的标准
1917,0.997881055,28、为实现千年发展目标，我们强调官方发展援助的关键作用
1918,0.09059558,发达国家应兑现其援助承诺
1919,0.979267145,新兴市场国家将参与或继续增加对其他发展中国家的支持
1920,0.999852545,我们也同意，从长远看，满足发展需求和应对气候变化需要找到新的资金来源
1921,0.999825927,我们讨论了比尔·盖茨先生强调的一系列创新型融资办法
1922,0.915935482,部分成员国已实施或正准备尝试这些方法
1923,0.967005245,我们注意到我们中的一些国家为包括推动发展在内的不同目的倡议向金融部门征税，包括征收金融交易税
1924,0.878785323,加强反腐败力度
1925,0.582063608,29、我们在落实反腐败行动计划、促进市场诚信和营造良好商业环境方面已取得显著进展
1926,0.999991092,我们强调有必要迅速实施强有力的国际法律框架、采取国别措施防止和打击腐败和海外贿赂、加强反腐败领域国际合作以及促进公共和私人部门共同行动的必要性
1927,0.90947888,改革21世纪全球治理
1928,0.469073181,30、我们欢迎英国首相卡梅伦关于全球治理的报告
1929,0.15533751,我们同意G20应继续作为非正式集团
1930,0.323462986,我们决定将三驾马车机制化
1931,0.975859504,我们将同包括联合国在内的非G20成员，保持连贯、高效的合作，欢迎他们对我们的工作做出贡献
1932,0.921429465,31、我们重申，二十国集团将主要经济体以平等身份集聚一堂、开展合作并采取行动的创始精神最为核心
1933,0.999992602,为此，我们同意拿出集体政治意愿，推进我们的经济和金融议程，推动相关国际组织进行改革并提高工作实效
1934,0.999584332,我们支持联合国粮农组织和金融稳定理事会进行改革
1935,0.813587866,我们已承诺加强多边贸易框架
1936,0.999967577,我们呼吁国际组织，特别是联合国、世界贸易组织、国际劳工组织、世界银行、国际货币基金组织和经合组织，加强对话和合作，在包括经济政策的社会影响等方面紧密协调
1937,0.008234157,从2011年12月1日起，墨西哥将开始担任二十国集团主席国
1938,0.21414893,我们将于2012年6月在墨西哥主持下在下加利福尼亚州的洛斯卡沃斯举行峰会
1939,0.02073978,俄罗斯将担任2013年的主席国，澳大利亚将担任2014年的主席国，土耳其将担任2015年的主席国
1940,0.970869227,2015年以后，二十国集团的年度主席国将从各地区分组轮流中选出，并首先由中国、印度尼西亚、日本和韩国组成的亚洲组开始
1941,0.415849875,32、我们感谢法国担任G20轮值主席国并成功举办戛纳峰会
1942,0.016272498,二十国集团首尔峰会领导人宣言（译文）（2010年11月11日至12日）
1943,0.989243614,1、作为二十国集团（G20）领导人，我们共同坚信只要我们携手努力，就能确保各国人民拥有一个更加繁荣的未来
1944,0.999892546,2、为应对我们这一代人所面临的最严重的全球经济衰退，我们在2008年11月首次相聚，承诺支持和稳定全球经济，同时为改革奠定基础，以确保动荡不再重演
1945,0.992484752,3、过去四次峰会中，我们展开了史无前例的合作，制止全球经济快速下滑，为复苏和新的增长奠定基础
1946,0.996546375,4、我们已采取的具体举措将帮助我们做好更充分的准备，防范并在必要时抵御未来危机
1947,0.991146688,我们承诺继续通力合作，共同推动经济强劲、可持续、平衡增长
1948,0.719361354,5、我们认识到解决最脆弱群体关切的重要性
1949,0.999624619,为此，我们决心将就业置于经济复苏的中心地位，提供社会保障和体面工作，确保低收入国家的经济加速增长
1950,0.248472553,6、我们在过去两年坚定的合作努力已取得显著成效
1951,0.5,但我们不能掉以轻心
1952,0.165623337,7、风险犹存
1953,0.99975603,一些成员强劲增长，而另一些却面临高失业、慢复苏
1954,0.95790894,不均衡的增长和不断加剧的失衡正助长各国从寻求全球性解决方案转向采取缺乏协调的行动的倾向
1955,0.592497004,但是，缺乏协调的政策行动只能给各方带来更严重的后果
1956,0.994080736,8、自2008年以来，我们确定了应对世界经济挑战的共同愿景、所需举措以及抵制保护主义的决心
1957,0.999562746,所有这些使得我们能既解决导致危机的根源，又维护复苏的局面
1958,0.999996603,今天，我们同意进一步发展我们的共同愿景，以迎接新挑战，寻求危机之后强劲、可持续、平衡增长之路
1959,0.058763582,9、今天，首尔峰会提出：
1960,0.223660291,《首尔行动计划》
1961,0.931572733,该计划由全面性、合作性以及国别的政策行动组成，以使我们更加接近共同目标
1962,0.120373717,该计划包括我们的如下承诺：
1963,0.999999216,——实施宏观经济政策，包括必要的财政整顿政策，以确保复苏和持续增长，加强金融市场稳定性，特别是向更多由市场决定的汇率体系迈进，提高汇率灵活性以反映经济基本面，避免竞争性货币贬值
1964,0.999957847,发达经济体，包括拥有储备货币的发达经济体，将对汇率过度波动和无序变动保持警惕
1965,0.999968913,这些行动将有助于减轻一些新兴市场国家面临的资本流动过度波动风险
1966,0.999999416,——实施一系列结构改革，提高和稳定全球需求，促进就业增长，提升增长潜力
1967,0.718801528,——加强相互评估进程以提高外部可持续性
1968,0.867607615,我们将加强多边合作，提高外部可持续性，采取一系列政策推动减少过度失衡并将经常账户失衡控制在可持续的水平
1969,0.669957567,如果根据有待财长和央行行长们认可的“参考性指南”确定出现持续大幅失衡，则有必要对失衡的本质和阻碍调整的根本原因进行评估，并作为相互评估工作的一部分
1970,0.246989162,同时，应考虑国别和区域的情况，包括大宗商品生产大国的情况
1971,0.999858129,这些“参考性指南”由一系列指标组成，将作为一种机制，以促进及时甄别需通过预防性和纠正性措施加以解决的大幅失衡
1972,0.999637034,为支持我们兑现上述承诺的努力，我们要求“增长框架”工作组在国际货币基金组织和其他国际组织技术性协助下，研拟“参考性指南”，并由财长和央行行长们在2011年上半年讨论其进展
1973,0.999342685,在庆州会议上，财长和央行行长们已要求国际货币基金组织就实现外部可持续性和在保持财政政策、货币政策、金融政策、结构政策、汇率以及其他政策协调一致方面取得的进展进行评估，并作为相互评估工作的一部分
